company,latest_exit_date,deal_type,hq_location,founding_date,date_basis,source,confidence,status,time_to_exit_years,recommendation,review_reason,matched_name,url,notes
Execus (MIL: EXEC),04-Aug-2023,IPO,"""Milan, Italy""",1987,operating_founding,Wikidata,LOW,REVIEW,36.59,REVIEW,Needs manual basis review,,,"hq=italy; aliases=Marriott ExecuStay; desc=provider of temporary, furnished, corporate relocation and insurance housing"
Exosome Diagnostics,15-Sep-2025,Merger/Acquisition,"""Waltham, MA""",2008,operating_founding,Wikidata,LOW,REVIEW,17.71,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Waltham, United States"
Expensify (NAS: EXFY),10-Nov-2021,IPO,"""Portland, OR""",2008,operating_founding,Wikidata,MEDIUM,REVIEW,13.86,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=software company and its web and mobile application for managing personal and business expenses
Expion360 (NAS: XPON),01-Apr-2022,IPO,"""Redmond, OR""",2021-11,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,0.41,REVIEW,Very short legal age may be issuer/reorg incorporation,Expion360 Inc.,https://www.sec.gov/Archives/edgar/data/1894954/000190359626000075/xpon_10k.htm,Extracted from filing text: incorporated in the State of Nevada in November 2021
F45 Training (PINX: FXLV),15-Jul-2021,IPO,"""Austin, TX""",2011,operating_founding,Wikidata,MEDIUM,REVIEW,10.54,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; aliases=F45; desc=Australian fitness center chain
FIGS (NYS: FIGS),27-May-2021,IPO,"""Santa Monica, CA""",2013,operating_founding,SEC filing,LOW,SEC_MATCH,8.40,REVIEW,Needs manual basis review,"FIGS, Inc.",https://www.sec.gov/Archives/edgar/data/1846576/000162828026012333/figs-20251231.htm,Extracted from filing text: founded in 2013
FitWell,29-May-2021,Merger/Acquisition,"""London, United Kingdom""",2014-04-04,operating_founding,Wikidata,MEDIUM,REVIEW,7.15,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united kingdom
Flexion Therapeutics,19-Nov-2021,Merger/Acquisition,"""Burlington, MA""",2007,operating_founding,Wikidata,MEDIUM,REVIEW,14.88,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=American biotechnology company
Flywire (NAS: FLYW),26-May-2021,IPO,"""Boston, MA""",2009-07-31,operating_founding,Wikidata,MEDIUM,REVIEW,11.82,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=fintech company
Footshop (PRA: WSO),23-Jun-2023,Reverse Merger,"""Prague, Czech Republic""",1956,legal_incorporation,SEC filing,MEDIUM,SEC_MATCH,67.47,REVIEW,Legal incorporation needs operating-company review,WATSCO INC,https://www.sec.gov/Archives/edgar/data/105016/000119312526082486/wso-20251231.htm,Extracted from filing text: incorporated in Florida in 1956
Footshop (PRA: WSO),23-Jun-2023,Reverse Merger,"""Prague, Czech Republic""",2012-04-02,operating_founding,Wikidata,MEDIUM,REVIEW,11.22,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=czech republic; desc=Czech company
Fractyl Health (NAS: GUTS),02-Feb-2024,IPO,"""Burlington, MA""",2010-08-30,legal_incorporation,SEC filing,HIGH,SEC_MATCH,13.43,REVIEW,Legal incorporation needs operating-company review,"FRACTYL HEALTH, INC.",https://www.sec.gov/Archives/edgar/data/1572616/000119312526121793/guts-20251231.htm,"Extracted from filing text: incorporated in Delaware on August 30, 2010"
FreeNow,31-Jul-2025,Merger/Acquisition,"""London, United Kingdom""",2009,operating_founding,Wikidata,MEDIUM,REVIEW,16.58,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united kingdom; aliases=mytaxi|MyTaxi|FREE NOW; desc=Mobility provider with ride-hailing service & business travel platform
Freedom Photonics,13-Apr-2022,Merger/Acquisition,"""Santa Barbara, CA""",2005,operating_founding,Wikidata,LOW,REVIEW,17.28,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Santa Barbara, United States"
Frichti,27-Sep-2023,Merger/Acquisition,"""Paris, France""",2015,operating_founding,Wikidata,MEDIUM,REVIEW,8.74,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=france
GENinCode (LON: GENI),22-Jul-2021,IPO,"""Oxford, United Kingdom""",2006,operating_founding,SEC filing,LOW,SEC_MATCH,15.55,REVIEW,Needs manual basis review,Genius Sports Ltd,https://www.sec.gov/Archives/edgar/data/1834489/000119312526110749/geni-20251231.htm,Extracted from filing text: founded in 2006
GH Research (NAS: GHRS),25-Jun-2021,IPO,"""Dublin, Ireland""",2021-03-29,legal_incorporation,SEC filing,HIGH,SEC_MATCH,0.24,REVIEW,Very short legal age may be issuer/reorg incorporation,GH Research PLC,https://www.sec.gov/Archives/edgar/data/1855129/000114036126007986/ef20059887_20f.htm,"Extracted from filing text: incorporated on March 29, 2021"
Gambling.com Group (NAS: GAMB),23-Jul-2021,IPO,"""Saint Helier, United Kingdom""",2006-07-26,legal_incorporation,SEC filing,HIGH,SEC_MATCH,14.99,REVIEW,Legal incorporation needs operating-company review,Gambling.com Group Ltd,https://www.sec.gov/Archives/edgar/data/1839799/000183979926000048/gamb-20251231.htm,"Extracted from filing text: incorporated in the British Virgin Islands as TGG International Holdings Limited on July 26, 2006"
Gemini Space Station (NAS: GEMI),12-Sep-2025,IPO,"""New York, NY""",2025-02-04,legal_incorporation,SEC filing,HIGH,SEC_MATCH,0.60,REVIEW,"Possible issuer, SPAC, holding-company, or reorganization date","Gemini Space Station, Inc.",https://www.sec.gov/Archives/edgar/data/2055592/000205559226000026/gemi-20251231.htm,"Extracted from filing text: incorporated in the State of Nevada on February 4, 2025"
Genelux (NAS: GNLX),26-Jan-2023,IPO,"""Westlake Village, CA""",2001,operating_founding,Wikidata,MEDIUM,REVIEW,22.07,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=biopharmaceutical company
Genenta Science (NAS: GNTA),17-Dec-2021,IPO,"""Milan, Italy""",2014-07,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,7.46,REVIEW,Legal incorporation needs operating-company review,Genenta Science S.p.A.,https://www.sec.gov/Archives/edgar/data/1838716/000149315226014387/form20-f.htm,Extracted from filing text: incorporated in July 2014
GigaGen,09-Mar-2021,Merger/Acquisition,"""San Francisco, CA""",2010-03,operating_founding,Wikidata,LOW,REVIEW,11.02,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in San Francisco, United States"
Ginkgo Bioworks (NYS: DNA),16-Sep-2021,Reverse Merger,"""Boston, MA""",2009,operating_founding,Wikidata,MEDIUM,REVIEW,12.71,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=American biotechnology company
Giphy,23-Jun-2023,Merger/Acquisition,"""New York, NY""",2013-10,operating_founding,Wikidata,MEDIUM,REVIEW,9.72,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; aliases=giphy.com; desc=website hosting animated GIFs
GitLab (NAS: GTLB),14-Oct-2021,IPO,"""San Francisco, CA""",2014-09-12,legal_incorporation,SEC filing,HIGH,SEC_MATCH,7.09,REVIEW,Legal incorporation needs operating-company review,Gitlab Inc.,https://www.sec.gov/Archives/edgar/data/1653482/000162828026018731/gtlb-20260131.htm,"Extracted from filing text: incorporated in Delaware on September 12, 2014"
Global Blood Therapeutics,05-Oct-2022,Merger/Acquisition,"""South San Francisco, CA""",2012,operating_founding,Wikidata,LOW,REVIEW,10.76,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in South San Francisco, United States"
Good Shepherd Entertainment,07-Jan-2021,Merger/Acquisition,"""The Hague, Netherlands""",2011,operating_founding,Wikidata,MEDIUM,REVIEW,10.02,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=netherlands; aliases=Gambitious BV|Gambitious Digital Entertainment; desc=Dutch video game publisher
Gorilla Technology Group (NAS: GRRR),14-Jul-2022,Reverse Merger,"""London, United Kingdom""",2001-05,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,21.20,REVIEW,Legal incorporation needs operating-company review,Gorilla Technology Group Inc.,https://www.sec.gov/Archives/edgar/data/1903145/000121390025037703/ea0239609-20f_gorilla.htm,Extracted from filing text: incorporated in the Cayman Islands in May 2001
Guerrilla RF (PINX: GUER),27-Oct-2021,Reverse Merger,"""Greensboro, NC""",2013,operating_founding,SEC filing,LOW,SEC_MATCH,8.82,REVIEW,Needs manual basis review,"Guerrilla RF, Inc.",https://www.sec.gov/Archives/edgar/data/1832487/000143774926009848/guer20251231_10k.htm,Extracted from filing text: founded in 2013
Gynesonics,02-Jan-2025,Merger/Acquisition,"""Redwood City, CA""",2005,operating_founding,Wikidata,LOW,REVIEW,20.00,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Redwood City, United States"
HCW Biologics (NAS: HCWB),20-Jul-2021,IPO,"""Miramar, FL""",2018-04,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,3.30,REVIEW,Legal incorporation needs operating-company review,HCW Biologics Inc.,https://www.sec.gov/Archives/edgar/data/1828673/000119312526134934/hcwb-20251231.htm,Extracted from filing text: incorporated in the state of Delaware in April 2018
Halo Labs,21-May-2025,Merger/Acquisition,"""Burlingame, CA""",2010,operating_founding,Wikidata,LOW,REVIEW,15.38,REVIEW,Needs manual basis review,,,"hq=united states; aliases=Optofluidics; desc=company in Philadelphia, United States"
Headup Games,15-Mar-2021,Merger/Acquisition,"""Duren, Germany""",2009,operating_founding,Wikidata,MEDIUM,REVIEW,12.20,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=germany; aliases=Dieter Schoeller|Headup|Headup GmbH; desc=German video game publisher
HeartBeam (NAS: BEAT),11-Nov-2021,IPO,"""Santa Clara, CA""",2015,legal_incorporation,SEC filing,MEDIUM,SEC_MATCH,6.86,REVIEW,Legal incorporation needs operating-company review,"HeartBeam, Inc.",https://www.sec.gov/Archives/edgar/data/1779372/000119312526104080/beat-20251231.htm,Extracted from filing text: incorporated in 2015
HeartFlow (NAS: HTFL),08-Aug-2025,IPO,"""Mountain View, CA""",2007-07,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,18.11,REVIEW,Legal incorporation needs operating-company review,"Heartflow, Inc.",https://www.sec.gov/Archives/edgar/data/1464521/000146452126000042/htfl-20251231x10k.htm,Extracted from filing text: incorporated in the state of Delaware in July 2007
Helyx Industries (MIL: HLX),06-Aug-2021,IPO,"""Udine, Italy""",1979,legal_incorporation,SEC filing,MEDIUM,SEC_MATCH,42.60,REVIEW,Legal incorporation needs operating-company review,HELIX ENERGY SOLUTIONS GROUP INC,https://www.sec.gov/Archives/edgar/data/866829/000086682926000008/hlx-20251231x10k.htm,Extracted from filing text: incorporated in 1979
Highsnobiety,01-Jul-2022,Merger/Acquisition,"""Berlin, Germany""",2005,operating_founding,Wikidata,MEDIUM,REVIEW,17.49,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=germany; desc=online music magazine
Hinge Health (NYS: HNGE),22-May-2025,IPO,"""San Francisco, CA""",2016,operating_founding,Wikidata,MEDIUM,REVIEW,9.39,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; desc=healthcare organization in San Francisco, United States"
HomeToGo (FRA: HTG),21-Sep-2021,Reverse Merger,"""Berlin, Germany""",2014,operating_founding,Wikidata,MEDIUM,REVIEW,7.72,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=germany; aliases=HTG; desc=online marketplace for vacation rentals
Hoxton Spirits,28-May-2025,Merger/Acquisition,"""London, United Kingdom""",2023-01-15,operating_founding,Wikidata,LOW,REVIEW,2.37,REVIEW,Needs manual basis review,,,hq=united kingdom
Hprobe,13-Mar-2025,Merger/Acquisition,"""Eybens, France""",2017-03-27,operating_founding,Wikidata,MEDIUM,REVIEW,7.96,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=france
Humacyte Global (NAS: HUMA),26-Aug-2021,Reverse Merger,"""Durham, NC""",2020-07-01,legal_incorporation,SEC filing,HIGH,SEC_MATCH,1.15,REVIEW,Very short legal age may be issuer/reorg incorporation,"Humacyte, Inc.",https://www.sec.gov/Archives/edgar/data/1818382/000181838226000004/huma-20251231.htm,"Extracted from filing text: incorporated in Delaware on July 1, 2020"
Humanigen,14-Feb-2024,Merger/Acquisition,"""Short Hills, NJ""",2000,operating_founding,Wikidata,LOW,REVIEW,24.12,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Burlingame, United States"
Huuuge (WAR: HUG),19-Feb-2021,IPO,"""Dover, DE""",2002,operating_founding,Wikidata,LOW,REVIEW,19.13,REVIEW,Needs manual basis review,,,hq=united states; desc=American company
Hyperfine (NAS: HYPR),22-Dec-2021,Reverse Merger,"""Guilford, CT""",2018,operating_founding,SEC filing,LOW,SEC_MATCH,3.97,REVIEW,Needs manual basis review,"Hyperfine, Inc.",https://www.sec.gov/Archives/edgar/data/1833769/000119312526114044/hypr-20251231.htm,Extracted from filing text: founded in 2018
IN8bio (NAS: INAB),30-Jul-2021,IPO,"""New York, NY""",2016-02-08,legal_incorporation,SEC filing,HIGH,SEC_MATCH,5.47,REVIEW,Legal incorporation needs operating-company review,"IN8BIO, INC.",https://www.sec.gov/Archives/edgar/data/1740279/000119312526104181/inab-20251231.htm,"Extracted from filing text: incorporated in Bermuda on February 8, 2016"
IVERIC bio,11-Jul-2023,Merger/Acquisition,"""Parsippany, NJ""",2007,operating_founding,Wikidata,MEDIUM,REVIEW,16.52,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; desc=company in New York, United States"
Imeon Energy (PAR: MLIME),09-Aug-2024,IPO,"""Brest, France""",2013-04,operating_founding,Wikidata,MEDIUM,REVIEW,11.36,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=france
Immuneering (NAS: IMRX),30-Jul-2021,IPO,"""Cambridge, MA""",2008,legal_incorporation,SEC filing,MEDIUM,SEC_MATCH,13.58,REVIEW,Legal incorporation needs operating-company review,Immuneering Corp,https://www.sec.gov/Archives/edgar/data/1790340/000179034026000042/imrx-20251231.htm,Extracted from filing text: incorporated in 2008
Implanet (PAR: ALIMP),02-Feb-2024,Merger/Acquisition,"""Martillac, France""",2006-12-29,operating_founding,Wikidata,MEDIUM,REVIEW,17.10,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=france
In2Bones,13-Jun-2022,Merger/Acquisition,"""Memphis, TN""",2011-11-15,operating_founding,Wikidata,MEDIUM,REVIEW,10.58,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states
Inari Medical,19-Feb-2025,Merger/Acquisition,"""Irvine, CA""",2020-11,operating_founding,Wikidata,LOW,REVIEW,4.30,REVIEW,Needs manual basis review,,,hq=united states
Indieflix,22-Sep-2021,Merger/Acquisition,"""Seattle, WA""",2005,operating_founding,Wikidata,MEDIUM,REVIEW,16.72,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=American entertainment company
Inhibrx,30-May-2024,Merger/Acquisition,"""La Jolla, CA""",2010,operating_founding,Wikidata,LOW,REVIEW,14.41,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in La Jolla, United States"
InstaDeep,31-Jul-2023,Merger/Acquisition,"""London, United Kingdom""",2014,operating_founding,Wikidata,MEDIUM,REVIEW,9.58,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united kingdom; desc=British company
Instacart (NAS: CART),19-Sep-2023,IPO,"""San Francisco, CA""",2012-08-03,legal_incorporation,SEC filing,HIGH,SEC_MATCH,11.13,REVIEW,Legal incorporation needs operating-company review,Maplebear Inc.,https://www.sec.gov/Archives/edgar/data/1579091/000157909126000018/cart-20251231.htm,"Extracted from filing text: incorporated in Delaware on August 3, 2012"
Intercept Pharmaceuticals,08-Nov-2023,Merger/Acquisition,"""Morristown, NJ""",2002,operating_founding,Wikidata,MEDIUM,REVIEW,21.85,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=American biopharmaceutical company
Intersect ENT,13-May-2022,Merger/Acquisition,"""Menlo Park, CA""",2003,operating_founding,Wikidata,MEDIUM,REVIEW,19.36,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; desc=health care equipment company, subsidiary of Medtronic"
Intuitive Machines (NAS: LUNR),08-Feb-2023,Reverse Merger,"""Houston, TX""",2021-01-27,legal_incorporation,SEC filing,HIGH,SEC_MATCH,2.03,REVIEW,Very short legal age may be issuer/reorg incorporation,"Intuitive Machines, Inc.",https://www.sec.gov/Archives/edgar/data/1844452/000162828026019865/lunr-20251231.htm,"Extracted from filing text: incorporated on January 27, 2021"
Inversago Pharma,08-Sep-2023,Merger/Acquisition,"""Montreal, Canada""",2011,operating_founding,Wikidata,LOW,REVIEW,12.68,REVIEW,Needs manual basis review,,,"hq=canada; aliases=gIcare pharma; desc=company in Montreal West, Canada"
Invoice2go,01-Sep-2021,Merger/Acquisition,"""San Jose, CA""",2002,operating_founding,Wikidata,MEDIUM,REVIEW,19.67,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=Software company to provide invoice and payment tools for small business
Ionic Security,09-Apr-2021,Merger/Acquisition,"""Atlanta, GA""",2011-05-04,operating_founding,Wikidata,LOW,REVIEW,9.93,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Atlanta, United States"
Janux Therapeutics (NAS: JANX),11-Jun-2021,IPO,"""San Diego, CA""",2017-06,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,4.03,REVIEW,Legal incorporation needs operating-company review,"Janux Therapeutics, Inc.",https://www.sec.gov/Archives/edgar/data/1817713/000119312526076918/janx-20251231.htm,Extracted from filing text: incorporated in June 2017
Jnana Therapeutics,08-Oct-2024,Merger/Acquisition,"""Boston, MA""",2016,operating_founding,Wikidata,LOW,REVIEW,8.77,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Boston, United States"
Jounce Therapeutics,03-May-2023,Merger/Acquisition,"""Cambridge, MA""",2013,operating_founding,Wikidata,MEDIUM,REVIEW,10.33,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=company
Journey Medical (NAS: DERM),12-Nov-2021,IPO,"""Scottsdale, AZ""",2014,legal_incorporation,SEC filing,MEDIUM,SEC_MATCH,7.86,REVIEW,Legal incorporation needs operating-company review,Journey Medical Corp,https://www.sec.gov/Archives/edgar/data/1867066/000110465926034629/derm-20251231x10k.htm,Extracted from filing text: incorporated in Delaware in 2014
Jukin Media,12-Aug-2021,Merger/Acquisition,"""Los Angeles, CA""",2009,operating_founding,Wikidata,MEDIUM,REVIEW,12.61,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=viral video licensing company
Jupiter Neurosciences (NAS: JUNS),03-Dec-2024,IPO,"""Palm Beach Gardens, FL""",2016-01,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,8.92,REVIEW,Legal incorporation needs operating-company review,"JUPITER NEUROSCIENCES, INC.",https://www.sec.gov/Archives/edgar/data/1679628/000149315226014687/form10-k.htm,Extracted from filing text: incorporated in January 2016
Kairos Pharma (ASE: KAPA),16-Sep-2024,IPO,"""Los Angeles, CA""",2013-06-17,legal_incorporation,SEC filing,HIGH,SEC_MATCH,11.25,REVIEW,Legal incorporation needs operating-company review,"Kairos Pharma, LTD.",https://www.sec.gov/Archives/edgar/data/1962011/000149315226014159/form10-k.htm,"Extracted from filing text: incorporated on June 17, 2013"
Keros Therapeutics (NAS: KROS),04-Jan-2024,IPO,"""Lexington, MA""",2015,operating_founding,Wikidata,MEDIUM,REVIEW,9.01,REVIEW,Wikidata match below HIGH confidence needs review,,,"hq=united states; aliases=Keros Therapeutics; desc=company in Lexington, United States"
Kheiron Medical Technologies,14-Oct-2024,Merger/Acquisition,"""London, United Kingdom""",2016,operating_founding,Wikidata,LOW,REVIEW,8.79,REVIEW,Needs manual basis review,,,"hq=united kingdom; desc=company in London, United Kingdom"
Klarna Group (NYS: KLAR),10-Sep-2025,IPO,"""Stockholm, Sweden""",2022-11,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,2.86,REVIEW,Very short legal age may be issuer/reorg incorporation,Klarna Group plc,https://www.sec.gov/Archives/edgar/data/2003292/000200329226000007/klar-20251231.htm,Extracted from filing text: incorporated in November 2022
Knightscope (NAS: KSCP),27-Jan-2022,IPO,"""Mountain View, CA""",2013-04-04,legal_incorporation,SEC filing,HIGH,SEC_MATCH,8.82,REVIEW,Legal incorporation needs operating-company review,"Knightscope, Inc.",https://www.sec.gov/Archives/edgar/data/1600983/000110465926036240/kscp-20251231x10k.htm,"Extracted from filing text: incorporated on April 4, 2013"
Knightscope (NAS: KSCP),27-Jan-2022,IPO,"""Mountain View, CA""",2013-04-04,operating_founding,Wikidata,MEDIUM,REVIEW,8.82,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=Security company
Knorex (ASE: KNRX),29-Sep-2025,IPO,"""Sunnyvale, CA""",2023-05-09,legal_incorporation,SEC filing,HIGH,SEC_MATCH,2.39,REVIEW,Very short legal age may be issuer/reorg incorporation,KNOREX LTD.,https://www.sec.gov/Archives/edgar/data/1982960/000149315225014499/formf-1a.htm,"Extracted from filing text: incorporated on May 9, 2023"
Kodiak Robotics (NAS: KDK),24-Sep-2025,Reverse Merger,"""Mountain View, CA""",2018,operating_founding,SEC filing,LOW,SEC_MATCH,7.73,REVIEW,Needs manual basis review,"Kodiak AI, Inc.",https://www.sec.gov/Archives/edgar/data/1853138/000162828026016910/kdk-20251231.htm,Extracted from filing text: founded in 2018
Konetik,15-Sep-2023,Merger/Acquisition,"""Berlin, Germany""",1788-01-09,operating_founding,Wikidata,LOW,REVIEW,235.68,REVIEW,Needs manual basis review,,,"hq=germany; aliases=CT|Connecticut, United States|State of Connecticut; desc=state of the United States of America"
Kronos Bio,01-May-2025,Merger/Acquisition,"""Cambridge, MA""",2017,operating_founding,Wikidata,LOW,REVIEW,8.33,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in Cambridge, United Kingdom"
Kung Fu Factory,12-Feb-2021,Merger/Acquisition,"""Los Angeles, CA""",2002,operating_founding,Wikidata,MEDIUM,REVIEW,19.12,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; aliases=Just Games Interactive; desc=video game developer
Kyverna (NAS: KYTX),08-Feb-2024,IPO,"""Emeryville, CA""",2018-06,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,5.69,REVIEW,Legal incorporation needs operating-company review,"Kyverna Therapeutics, Inc.",https://www.sec.gov/Archives/edgar/data/1994702/000119312526126242/kytx-20251231.htm,Extracted from filing text: incorporated in Delaware in June 2018
LanzaTech Global (NAS: LNZA),08-Feb-2023,Reverse Merger,"""Skokie, IL""",2021-01-28,legal_incorporation,SEC filing,HIGH,SEC_MATCH,2.03,REVIEW,Very short legal age may be issuer/reorg incorporation,"LanzaTech Global, Inc.",https://www.sec.gov/Archives/edgar/data/1843724/000162828026022505/lnza-20251231.htm,"Extracted from filing text: incorporated in Delaware on January 28, 2021"
Lava Therapeutics,25-Mar-2021,IPO,"""Utrecht, Netherlands""",2016,operating_founding,Wikidata,LOW,REVIEW,5.23,REVIEW,Needs manual basis review,,,"hq=netherlands; desc=company in Utrecht, Netherlands"
LeddarTech Holdings (PINX: LDTCF),06-Dec-2023,Reverse Merger,"""Quebec City, Canada""",2007,operating_founding,SEC filing,LOW,SEC_MATCH,16.93,REVIEW,Needs manual basis review,LeddarTech Holdings Inc.,https://www.sec.gov/Archives/edgar/data/1981462/000121390025014535/ea0208053-06.htm,Extracted from filing text: Founded in 2007
LendInvest (LON: LINV),14-Jul-2021,IPO,"""London, United Kingdom""",2008,operating_founding,Wikidata,MEDIUM,REVIEW,13.53,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united kingdom; desc=Peer-to-peer lending platform
Lensar (NAS: LNSR),01-Sep-2025,Merger/Acquisition,"""Orlando, FL""",2004-08-20,legal_incorporation,SEC filing,HIGH,SEC_MATCH,21.03,REVIEW,Legal incorporation needs operating-company review,"LENSAR, Inc.",https://www.sec.gov/Archives/edgar/data/1320350/000119312526134587/lnsr-20251231.htm,"Extracted from filing text: incorporated in the State of Delaware on August 20, 2004"
Lepermislibre (PAR: ALLPL),13-Feb-2023,IPO,"""Lyon, France""",2014,operating_founding,Wikidata,MEDIUM,REVIEW,9.12,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=france; desc=French driving school
LibertyX,05-Jan-2022,Merger/Acquisition,"""Atlanta, GA""",2014,operating_founding,Wikidata,MEDIUM,REVIEW,8.01,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=bitcoin ATM network
Lightpoint Medical,01-Nov-2023,Merger/Acquisition,"""Amersham, United Kingdom""",2012,operating_founding,Wikidata,LOW,REVIEW,11.83,REVIEW,Needs manual basis review,,,"hq=united kingdom; desc=company in Rickmansworth, United Kingdom"
Lilium (PINX: LILMF),14-Sep-2021,Reverse Merger,"""Gauting, Germany""",2015,legal_incorporation,SEC filing,MEDIUM,SEC_MATCH,6.70,REVIEW,Legal incorporation needs operating-company review,Lilium N.V.,https://www.sec.gov/Archives/edgar/data/1855756/000141057824000206/lilm-20231231x20f.htm,Extracted from filing text: incorporated in 2015
Lingualeo,20-Apr-2023,Merger/Acquisition,"""Moscow, Russia""",2010,operating_founding,Wikidata,MEDIUM,REVIEW,13.30,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=russia; aliases=lingualeo.com; desc=English language learning service
Linkfluence,05-May-2021,Merger/Acquisition,"""Paris, France""",2006,operating_founding,Wikidata,MEDIUM,REVIEW,15.34,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=france; aliases=Radarly
Lipigon Pharmaceuticals (STO: LPGO),01-Mar-2021,IPO,"""Umeaa, Sweden""",2010,operating_founding,Wikidata,LOW,REVIEW,11.16,REVIEW,Needs manual basis review,,,"hq=sweden; desc=company in Umeå, Sweden"
LogiNext,16-Aug-2024,Buyout/LBO,"""Jersey City, NJ""",2015,operating_founding,Wikidata,MEDIUM,REVIEW,9.62,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; aliases=LogiNext Solutions; desc=Logistics Automation and Delivery Management Software Company
Lucky Kat,03-Jan-2022,Merger/Acquisition,"""Hague, Netherlands""",2015,operating_founding,Wikidata,MEDIUM,REVIEW,7.01,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=netherlands; aliases=Lucky Kat; desc=video game developer
Lyell Immunopharma (NAS: LYEL),17-Jun-2021,IPO,"""South San Francisco, CA""",2018-06,legal_incorporation,SEC filing,MEDIUM_HIGH,SEC_MATCH,3.04,REVIEW,Legal incorporation needs operating-company review,"Lyell Immunopharma, Inc.",https://www.sec.gov/Archives/edgar/data/1806952/000162828026017253/lyel-20251231.htm,Extracted from filing text: incorporated in June 2018
Lyell Immunopharma (NAS: LYEL),17-Jun-2021,IPO,"""South San Francisco, CA""",2018,operating_founding,Wikidata,LOW,REVIEW,3.46,REVIEW,Needs manual basis review,,,"hq=united states; desc=company in South San Francisco, United States"
Lytix Biopharma (OSL: LYTIX),14-Jun-2021,IPO,"""Oslo, Norway""",2003,operating_founding,Wikidata,LOW,REVIEW,18.45,REVIEW,Needs manual basis review,,,"hq=norway; desc=company in Tromsø, Norway"
MDLive,19-Apr-2021,Merger/Acquisition,"""Miramar, FL""",2009,operating_founding,Wikidata,LOW,REVIEW,12.30,REVIEW,Needs manual basis review,,,hq=united states
MDsave,27-Sep-2023,Merger/Acquisition,"""Brentwood, TN""",2012-06,operating_founding,Wikidata,MEDIUM,REVIEW,11.32,REVIEW,Wikidata match below HIGH confidence needs review,,,hq=united states; desc=healthcare ecommerce company
